,Product_name,Original_price,Offer_price,Offer_percentage,Extra_offer,Shades_and_sizes,Featured_product,Best_seller_product
247,MCaffeine Coffee Moment Skin Care Gift Kit - Gift Sets & Com...,1445,1200,17,Not available,Not available,Not available,Not available
248,Azah Rash-free Organic Sanitary Pads (Box of 30 Pads: All XL...,519,469,10,Not available,Not available,Not available,Not available
249,The Body Care Waxing Kit,Not available,820,Not available,Not available,Not available,Not available,Not available
250,L'Occitane Almond Shower Oil,Not available,3500,Not available,Enjoy Free Gift,3 sizes,Not available,Not available
251,VEGA Pedicure File - (PD-03) (Color May Vary),Not available,150,Not available,Not available,Not available,Not available,Not available
252,MCaffeine Anti Hairfall Scalp Tonic with Redensyl & Plant Pr...,599,529,12,Not available,Not available,Not available,Not available
253,Gillette Venus Smooth Women Hair Removal Razor Blades Aloe V...,Not available,550,Not available,Not available,Not available,Not available,Not available
254,Nykaa Wanderlust Mediterranean Sea Salt Bath & Body Combo,2650,1988,25,Enjoy Free Gift,Not available,Not available,Not available
255,Carmesi Natural Deodorant Roll-on for Women - 95% Natural - ...,249,169,32,Not available,Not available,Not available,Not available
256,Plum Bodylovin' Caramel Popcorn Hand Cream,275,234,15,Not available,Not available,Not available,Not available
257,"Treaclemoon Marshmallow Hearts, Shower Gel",525,473,10,Not available,Not available,Not available,Not available
258,Schwarzkopf Schwarzkopf Professional Enriching Hair Spa Comb...,1760,1549,12,Not available,Not available,Not available,Not available
259,MCaffeine Coffee Shower Routine with Espresso Body Wash & Ge...,698,579,17,Not available,Not available,Not available,Not available
260,MCaffeine Coffee Shower Routine with Espresso Body Wash & Ge...,698,579,17,Not available,Not available,Not available,Not available
261,Rica White Chocolate LipoWax,290,276,5,Not available,Not available,Not available,Not available
262,Bronson Professional Glass Nail Shiner & Filer,275,220,20,Not available,Not available,Not available,Not available
263,Bare Body Essentials Bum Cream for Skin Tone & Reduces Spots...,550,385,30,Not available,Not available,Not available,Not available
264,Whisper Bindazzz Night Thin XXL+ Sanitary Pads for upto 0% L...,299,269,10,Not available,Not available,Not available,Not available
265,Vaadi Herbals Foot Cream With Clove Oil & Sandalwood,195,166,15,Extra 10% Off,Not available,Not available,Not available
266,Cetaphil Restoraderm Skin Restoring Body Wash,1530,1454,5,Not available,Not available,Not available,Not available
267,Love Beauty & Planet Natural Coconut Water And Mimosa Sulfat...,300,249,17,Not available,2 sizes,Not available,Not available
268,Nykaa Wanderlust French Lavender Shower Gel + Body Lotion + ...,1349,1079,20,Enjoy Free Gift,Not available,Not available,Not available
269,Carefree Super Dry Panty Liners (20 Pieces),99,94,5,Not available,Not available,Not available,Not available
270,Sunsilk Coconut Water & Aloe Vera Volume Hair Shampoo + Cond...,486,389,20,Not available,Not available,Not available,Not available
271,Himalaya Rich Cocoa Butter Body Cream,270,216,20,Not available,Not available,Not available,Not available
272,Fiama Patchouli & Macadamia Shower Gel,225,158,30,Not available,Not available,Not available,Not available
273,The Body Shop British Rose Shower Gel & Body Butter Combo,1790,1343,25,Not available,Not available,Not available,Not available
274,Lakme Hand & Nail Cream With Avocado,249,187,25,Not available,4 shades,Not available,Not available
275,Plush 100% Pure US Cotton Ultra Thin Sanitary Pads - 16 Pcs,215,204,5,Not available,Not available,Not available,Not available
276,Sofy Antibacteria Super Xl+ Sanitary Pads - 44 Pads,Not available,399,Not available,Not available,Not available,Not available,Not available
277,"Agaro 2107 Rechargeable Multi Trimmer For Women, Eyebrow, Un...",1195,999,16,Not available,Not available,Not available,Not available
278,Biotique Clove & Tulsi Complete Care Toothpaste - Pack Of 2,300,219,27,Not available,Not available,Not available,Not available
279,MCaffeine Creamy Coffee Body Scrub with Almonds - Moisturize...,449,399,11,Not available,Not available,Not available,Not available
280,Be Bodywise 5% Niacinamide Body Wash + 5% Lactic Acid Body L...,898,823,8,Get Free Product,Not available,Not available,Not available
281,VEGA Pumice Stone (PD16) (Colour May Vary),Not available,110,Not available,Not available,Not available,Not available,Not available
282,Biotique Himalayan Plum Refreshing Bathing Bar,105,95,10,Extra 10% Off,Not available,Not available,Not available
283,"Bio Oil Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven ...",2600,1950,25,Not available,Not available,Not available,Not available
284,Veet Pure Hair Removal Cream for Women With No Ammonia Smell...,150,135,10,Not available,Not available,Not available,Not available
285,VEGA Cuticle Trimmer And Pusher (Ctp-01) (Color May Vary),Not available,90,Not available,Not available,Not available,Not available,Not available
286,Nykaa Mandarin & Honey Hand & Nail Creme,299,269,10,Enjoy Free Gift,Not available,Not available,Not available
287,"Wommune Rosemary Essential Oil For Skin Care, Hair Growth An...",599,149,75,Not available,Not available,Not available,Not available
288,Sirona Anti Stain Disposable Underarm Sweat Pads for Man and...,185,149,19,Extra 10% Off,Not available,Not available,Not available
289,"Plum Bodylovin' Drivin' Me Cherry Shower Gel, Fruity Fragran...",380,304,20,Not available,Not available,Not available,Not available
290,Biosoft Roll-On Wax Heater,Not available,1500,Not available,Not available,Not available,Not available,Not available
291,VEGA Wax Strips WS-01,Not available,125,Not available,Not available,Not available,Not available,Not available
292,Vaseline Sun Protect & Cooling Spf 15 Body Serum Lotion,349,262,25,Not available,Not available,Not available,Not available
293,Stayfree Advance XL All Night Sanitary Napkin B2G1 Combo,1100,737,33,Not available,Not available,Not available,Not available
294,L'Oreal Professionnel Pro Longer Lengths-renewing 2-step Reg...,1555,1477,5,Enjoy Free Gift,Not available,Not available,Not available
295,Plum BodyLovin' Hawaiian Rumba Let's Get Beachin' Duo,1015,761,25,Not available,Not available,Not available,Not available
296,Bare Essentials Oval Loofah Pad,160,150,Not available,Not available,Not available,Not available,Not available
297,Whisper Choice Sanitary Pads - Extra Long XL (6 Pads),Not available,36,Not available,Not available,Not available,Not available,Not available
298,Sirona 100% Organic Cotton Panty Liners Ultra Soft -Toxin Fr...,249,177,29,Extra 10% Off,Not available,Not available,Not available
299,Vivel Lavender + Almond Oil Body Wash Refill,Not available,99,Not available,Not available,Not available,Not available,Not available
300,Sanfe Back & Bum Acne Clearing Lotion with Shea Butter & Pea...,399,299,25,Extra 5% Off,Not available,Not available,Not available
301,Nykaa Wanderlust Loofah - Lavender,249,212,15,Enjoy Free Gift,Not available,Not available,Not available
302,Biotique Almond Oil Nourishing Bathing Bar,60,54,10,Extra 10% Off,Not available,Not available,Not available
303,Sirona Natural Intimate Wash for Men & Women with 5 Magical ...,349,269,23,Extra 10% Off,Not available,Not available,Not available
304,"Jeva Foot Spa Scrub Ear, Knee, Neck, Back & Foot Scrub",250,175,30,Not available,Not available,Not available,Not available
305,"Bio Oil Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven ...",1280,1024,20,Not available,Not available,Not available,Not available
306,Aveeno Daily Moisturizing Lotion For Normal & Dry Skin Pack ...,2000,1600,20,Enjoy Free Gift,Not available,Not available,Not available
307,Yardley London - Morning Dew Refeshing Body Spray For Women,225,158,30,Not available,Not available,Not available,Not available
308,"Sirona Menstrual Cup Sterilizer | Microwave Safe, Collapsibl...",499,349,30,Extra 10% Off,Not available,Not available,Not available
309,Bella A30 Cotton Pads - 30 Pieces,65,57,12,Not available,Not available,Not available,Not available
310,MCaffeine Coffee Body Mask with Niacinamide & Hyaluronic Aci...,449,399,11,Not available,Not available,Not available,Not available
311,"Savlon Surface Disinfectant Spray Sanitizer, 99.99% Germ Pro...",165,116,30,Not available,Not available,Not available,Not available
312,Nykaa Wanderlust Loofah - Grey,249,212,15,Enjoy Free Gift,Not available,Not available,Not available
313,Sunsilk Almond & Honey Shampoo + Conditioner Combo,486,389,20,Not available,Not available,Not available,Not available
314,Stayfree Secure Day and Night Sanitary Pads Combo,570,428,25,Not available,Not available,Not available,Not available
315,Chemist At Play Brightening Body Wash With 1% Vitamin C For ...,699,664,5,Enjoy Free Gift,2 sizes,Not available,Not available
316,Pears Pure & Gentle Bathing Bar (Pack Of 4),Not available,162,Not available,Not available,Not available,Not available,Not available
317,Dove Cream Beauty Bathing Bar,Not available,64,Not available,Not available,Not available,Not available,Not available
318,Perfora Teeth Whitening Powder - Enamel Safe & Effective Tee...,399,279,30,Get Free Product,Not available,Not available,Not available
319,Bioderma Atoderm Huile De Douche Anti-Irritation Cleansing O...,Not available,2100,Not available,Not available,Not available,Not available,Not available
320,Vaadi Herbals Kesar Chandan Facial Bar With Orange Peel Skin...,40,34,15,Extra 10% Off,Not available,Not available,Not available
321,"Nivea Pearl & Beauty Radiance Deo Roll On For Women, 48 Hr O...",225,203,10,Not available,1 size,Not available,Not available
322,Dove Rich Moisture Hypoallergenic Body Wash,Not available,400,Not available,Not available,2 sizes,Not available,Not available
323,Plum Bodylovin' Best Of Vanilla Vibes Bundle,1750,1313,25,Not available,Not available,Not available,Not available
324,Sirona Disposable Period Panties for Women - Pack of 5 (S-M)...,299,199,33,Extra 10% Off,Not available,Not available,Not available
325,Buds & Berries Moisturising Macadamia & Vanilla Body Wash,350,263,25,Extra 5% Off,Not available,Not available,Not available
326,Sirona Natural Menstrual Cup Wash Paraben and Sulphate Free ...,249,165,34,Extra 10% Off,Not available,Not available,Not available
327,Philips Ladyshave For Safe & Easy Shave (HP6306),Not available,1745,Not available,Not available,Not available,Not available,Not available
328,VEGA Nail Buffer (NB-01),Not available,125,Not available,Not available,Not available,Not available,Not available
329,The Body Shop Strawberry Hand Cream,395,316,20,Not available,Not available,Not available,Not available
330,Plum Bodylovin' Beachy & Vanilla Vibes Body Oil Duo Instant ...,1100,825,25,Not available,Not available,Not available,Not available
331,MCaffeine Cream Coffee Bath Soap with Cocoa Butter & Almond ...,99,95,4,Not available,Not available,Not available,Not available
332,Nykaa Wanderlust Body Scrub - Japanese Cherry Blossom,350,315,10,Enjoy Free Gift,Not available,Not available,Not available
333,Nykaa Magnolia & White Tea Hand & Nail Creme,299,239,20,Enjoy Free Gift,Not available,Not available,Not available
334,Nyveda Nourish My Skin Moisturise & Glow Head to Toe Oil,Not available,899,Not available,Not available,Not available,Not available,Not available
335,Biotique Bio Morning Nectar Moisturizing Cream Bathing Bar,60,54,10,Extra 10% Off,Not available,Not available,Not available
336,Love Beauty & Planet Coffee & Warm Vanilla Sulfate Free Body...,325,293,10,Not available,Not available,Not available,Not available
337,Plum Bodylovin' 5-in-1 Shower Gel Bonanza Bundle Body Washes...,1900,1710,10,Not available,Not available,Not available,Not available
338,Dettol Instant Hand Sanitizer,200,100,Not available,Not available,2 sizes,Not available,Not available
339,"MCaffeine Coffee Body Wash - Refreshing, Deep Cleansing & Hy...",399,349,13,Not available,Not available,Not available,Not available
340,Nykaa Wanderlust Loofah - Yellow,249,212,15,Enjoy Free Gift,Not available,Not available,Not available
341,"Nykaa Wanderlust French Lavender Shower Gel, Body Lotion & D...",1128,902,20,Enjoy Free Gift,Not available,Not available,Not available
342,VLCC Almond Honey Deep Nourishing & Skin Brightening Body Lo...,350,315,10,Not available,Not available,Not available,Not available
343,Biotique Bio Basil And Parsley Revitalizing Bathing Bar,105,95,10,Extra 10% Off,Not available,Not available,Not available
344,Whisper Choice Ultra XL Thin XL Sanitary Pads-upto 100% Stai...,640,499,22,Not available,Not available,Not available,Not available
345,Love Beauty & Planet Skin Moisturising Combo,1050,814,22,Not available,Not available,Not available,Not available
346,Nykaa Love Struck Body Lotion - First Date,499,424,15,Enjoy Free Gift,2 sizes,Not available,Not available
347,Whisper Daily Liners Clean & Fresh (Normal),Not available,105,Not available,Not available,Not available,Not available,Not available
348,Aveeno Soothing and Calming Body Care Combo,1800,1440,20,Enjoy Free Gift,Not available,Not available,Not available
349,Plush 100% Pure US Cotton Panty Liners - 20Pcs,120,114,5,Not available,Not available,Not available,Not available
350,Whisper Maxi Nights Xl 15s Sanitary Pads for Women,Not available,188,Not available,Not available,Not available,Not available,Not available
351,Nykaa 3 in 1 Pedicure Kit (Nail Cutter + Toe Separator + 4 i...,399,319,20,Enjoy Free Gift,Not available,Not available,Not available
352,Dove Nourishing Liquid Hand Wash Refill For Soft Moisturised...,249,187,25,Not available,Not available,Not available,Not available
353,The Derma Co 1% Salicylic Acid Daily Exfoliating Body Serum ...,399,363,9,Not available,Not available,Not available,Not available
